feature,Estimate_group,pvalue,fdr,sign_group,method,vs,fold_change,log2FC,_row
Ipmk,Group,0,0.0017,DMSO,DESeq2,DMSO vs T4400,1.3022,0.381,Ipmk
Ipo11,Group,0.2832,0.5041,T4400,DESeq2,DMSO vs T4400,0.9407,-0.0881,Ipo11
Ipo13,Group,0.6048,0.7732,T4400,DESeq2,DMSO vs T4400,0.9698,-0.0442,Ipo13
Ipo4,Group,0.7901,0.892,DMSO,DESeq2,DMSO vs T4400,1.0113,0.0162,Ipo4
Ipo5,Group,0.6511,0.8048,T4400,DESeq2,DMSO vs T4400,0.9799,-0.0294,Ipo5
Ipo7,Group,0.532,0.7201,DMSO,DESeq2,DMSO vs T4400,1.049,0.069,Ipo7
Ipo8,Group,0.9834,0.9914,T4400,DESeq2,DMSO vs T4400,0.9993,-0.001,Ipo8
Ipo9,Group,0.0046,0.0366,T4400,DESeq2,DMSO vs T4400,0.8674,-0.2052,Ipo9
Ipp,Group,0.4612,0.6654,DMSO,DESeq2,DMSO vs T4400,1.0416,0.0588,Ipp
Ippk,Group,0.1355,0.3207,T4400,DESeq2,DMSO vs T4400,0.9109,-0.1346,Ippk
Iqcb1,Group,0.5995,0.7698,DMSO,DESeq2,DMSO vs T4400,1.0339,0.048,Iqcb1
Iqcc,Group,0.5281,0.7172,T4400,DESeq2,DMSO vs T4400,0.9562,-0.0646,Iqcc
Iqcd,Group,0.6833,0.824,DMSO,DESeq2,DMSO vs T4400,1.0905,0.125,Iqcd
Iqce,Group,0.0542,0.1808,DMSO,DESeq2,DMSO vs T4400,1.0993,0.1365,Iqce
Iqcg,Group,0.157,0.3512,DMSO,DESeq2,DMSO vs T4400,1.3097,0.3892,Iqcg
Iqck,Group,0.8797,0.9439,DMSO,DESeq2,DMSO vs T4400,1.0335,0.0475,Iqck
Iqgap1,Group,0.4276,0.6376,DMSO,DESeq2,DMSO vs T4400,1.0481,0.0678,Iqgap1
Iqgap2,Group,0.3351,0.5558,T4400,DESeq2,DMSO vs T4400,0.5949,-0.7494,Iqgap2
Iqgap3,Group,0.0015,0.0184,T4400,DESeq2,DMSO vs T4400,0.6223,-0.6844,Iqgap3
Iqsec1,Group,0.3324,0.5531,DMSO,DESeq2,DMSO vs T4400,1.0399,0.0564,Iqsec1
Iqsec2,Group,0.5802,0.7559,T4400,DESeq2,DMSO vs T4400,0.9734,-0.0389,Iqsec2
Iqsec3,Group,0.1092,0.2802,T4400,DESeq2,DMSO vs T4400,0.5249,-0.93,Iqsec3
Irak1,Group,0.3464,0.5672,T4400,DESeq2,DMSO vs T4400,0.9688,-0.0457,Irak1
Irak1bp1,Group,0.0006,0.0097,DMSO,DESeq2,DMSO vs T4400,1.2136,0.2793,Irak1bp1
Irak2,Group,0.1036,0.2712,DMSO,DESeq2,DMSO vs T4400,1.1068,0.1465,Irak2
Irak3,Group,0.0084,0.0538,DMSO,DESeq2,DMSO vs T4400,1.3166,0.3968,Irak3
Irak4,Group,0.0616,0.1959,DMSO,DESeq2,DMSO vs T4400,1.1345,0.182,Irak4
Ireb2,Group,0.6184,0.7816,DMSO,DESeq2,DMSO vs T4400,1.0566,0.0794,Ireb2
Irf1,Group,0.0094,0.0575,T4400,DESeq2,DMSO vs T4400,0.8706,-0.1999,Irf1
Irf2,Group,0.5812,0.7567,DMSO,DESeq2,DMSO vs T4400,1.0344,0.0488,Irf2
Irf2bp1,Group,0.016,0.0818,T4400,DESeq2,DMSO vs T4400,0.8996,-0.1527,Irf2bp1
Irf2bp2,Group,0.0472,0.1654,DMSO,DESeq2,DMSO vs T4400,1.1882,0.2488,Irf2bp2
Irf2bpl,Group,0.8508,0.9266,DMSO,DESeq2,DMSO vs T4400,1.012,0.0171,Irf2bpl
Irf3,Group,0.0197,0.0938,T4400,DESeq2,DMSO vs T4400,0.8611,-0.2157,Irf3
Irf5,Group,0.0215,0.0996,T4400,DESeq2,DMSO vs T4400,0.695,-0.5249,Irf5
Irf6,Group,0.9424,0.9726,T4400,DESeq2,DMSO vs T4400,0.9893,-0.0155,Irf6
Irf7,Group,0.0518,0.1762,DMSO,DESeq2,DMSO vs T4400,1.3874,0.4723,Irf7
Irf9,Group,0.0035,0.0307,DMSO,DESeq2,DMSO vs T4400,1.275,0.3505,Irf9
Irgm1,Group,0.773,0.8816,T4400,DESeq2,DMSO vs T4400,0.9681,-0.0468,Irgm1
Irgm2,Group,0.0194,0.0931,DMSO,DESeq2,DMSO vs T4400,1.31,0.3895,Irgm2
Irgq,Group,0.2266,0.4416,DMSO,DESeq2,DMSO vs T4400,1.0723,0.1008,Irgq
Irs1,Group,0.4959,0.6932,T4400,DESeq2,DMSO vs T4400,0.9396,-0.0898,Irs1
Irs2,Group,0.0928,0.2528,DMSO,DESeq2,DMSO vs T4400,1.1979,0.2605,Irs2
Irs3,Group,0.6496,0.8037,T4400,DESeq2,DMSO vs T4400,0.8816,-0.1818,Irs3
Irx2,Group,0.5949,0.7662,T4400,DESeq2,DMSO vs T4400,0.9515,-0.0718,Irx2
Irx3,Group,0.0061,0.0437,T4400,DESeq2,DMSO vs T4400,0.7373,-0.4397,Irx3
Irx5,Group,0.0173,0.0863,T4400,DESeq2,DMSO vs T4400,0.8375,-0.2558,Irx5
Isca1,Group,0.1268,0.3082,T4400,DESeq2,DMSO vs T4400,0.9014,-0.1498,Isca1
Isca2,Group,0.6722,0.8166,T4400,DESeq2,DMSO vs T4400,0.9759,-0.0352,Isca2
Iscu,Group,0.8868,0.9467,T4400,DESeq2,DMSO vs T4400,0.9915,-0.0123,Iscu
Isg15,Group,0.0224,0.1022,DMSO,DESeq2,DMSO vs T4400,1.3243,0.4052,Isg15
Isg20,Group,0.4698,0.672,DMSO,DESeq2,DMSO vs T4400,1.0587,0.0824,Isg20
Isg20l2,Group,0.0018,0.0204,T4400,DESeq2,DMSO vs T4400,0.8384,-0.2543,Isg20l2
Isl2,Group,0.002,0.0217,T4400,DESeq2,DMSO vs T4400,0.7006,-0.5133,Isl2
Islr,Group,3.8501e-7,0.0002,T4400,DESeq2,DMSO vs T4400,0.5617,-0.8321,Islr
Islr2,Group,0.0001,0.0025,T4400,DESeq2,DMSO vs T4400,0.5215,-0.9391,Islr2
Ism1,Group,0.2264,0.4415,DMSO,DESeq2,DMSO vs T4400,1.1781,0.2364,Ism1
Ism2,Group,0.0036,0.0311,T4400,DESeq2,DMSO vs T4400,0.5386,-0.8928,Ism2
Isoc1,Group,0.2345,0.451,T4400,DESeq2,DMSO vs T4400,0.9257,-0.1114,Isoc1
Isoc2a,Group,0.91,0.957,T4400,DESeq2,DMSO vs T4400,0.9925,-0.0108,Isoc2a
Isoc2b,Group,0.3782,0.5951,DMSO,DESeq2,DMSO vs T4400,1.1869,0.2472,Isoc2b
Ispd,Group,0.2671,0.4887,T4400,DESeq2,DMSO vs T4400,0.9006,-0.1511,Ispd
Ist1,Group,0.1133,0.2865,T4400,DESeq2,DMSO vs T4400,0.9259,-0.1111,Ist1
Isx,Group,0.1128,0.2856,T4400,DESeq2,DMSO vs T4400,0.7039,-0.5066,Isx
Isy1,Group,0.1684,0.3676,T4400,DESeq2,DMSO vs T4400,0.9349,-0.0971,Isy1
Isyna1,Group,0.701,0.8352,T4400,DESeq2,DMSO vs T4400,0.981,-0.0277,Isyna1
Itch,Group,0.3386,0.5598,DMSO,DESeq2,DMSO vs T4400,1.0799,0.1109,Itch
Itfg1,Group,0.0133,0.0727,DMSO,DESeq2,DMSO vs T4400,1.0806,0.1119,Itfg1
Itfg2,Group,0.8645,0.9352,T4400,DESeq2,DMSO vs T4400,0.9915,-0.0124,Itfg2
Itfg3,Group,0.9808,0.99,DMSO,DESeq2,DMSO vs T4400,1.0012,0.0017,Itfg3
Itga1,Group,0.1396,0.3264,T4400,DESeq2,DMSO vs T4400,0.813,-0.2987,Itga1
Itga10,Group,0.6777,0.8202,DMSO,DESeq2,DMSO vs T4400,1.0655,0.0915,Itga10
Itga11,Group,0.0068,0.0468,T4400,DESeq2,DMSO vs T4400,0.7114,-0.4913,Itga11
Itga2b,Group,0.7527,0.8686,T4400,DESeq2,DMSO vs T4400,0.9704,-0.0434,Itga2b
Itga3,Group,0,0.0013,T4400,DESeq2,DMSO vs T4400,0.7739,-0.3698,Itga3
Itga4,Group,0.4542,0.6593,DMSO,DESeq2,DMSO vs T4400,1.1054,0.1446,Itga4
Itga5,Group,0.0042,0.0343,T4400,DESeq2,DMSO vs T4400,0.8899,-0.1683,Itga5
Itga6,Group,0.8535,0.9281,T4400,DESeq2,DMSO vs T4400,0.9837,-0.0237,Itga6
Itga7,Group,0.7261,0.8515,DMSO,DESeq2,DMSO vs T4400,1.022,0.0315,Itga7
Itga8,Group,0.0095,0.0578,T4400,DESeq2,DMSO vs T4400,0.5849,-0.7737,Itga8
Itga9,Group,0.0162,0.0823,T4400,DESeq2,DMSO vs T4400,0.339,-1.5607,Itga9
Itgae,Group,0.306,0.5277,T4400,DESeq2,DMSO vs T4400,0.6907,-0.5339,Itgae
Itgal,Group,0.54,0.7253,DMSO,DESeq2,DMSO vs T4400,1.3133,0.3932,Itgal
Itgam,Group,0.6883,0.8269,T4400,DESeq2,DMSO vs T4400,0.8791,-0.1858,Itgam
Itgav,Group,0.2194,0.434,DMSO,DESeq2,DMSO vs T4400,1.1161,0.1585,Itgav
Itgb1,Group,0.8709,0.9387,T4400,DESeq2,DMSO vs T4400,0.9933,-0.0098,Itgb1
Itgb1bp1,Group,0.1527,0.3448,DMSO,DESeq2,DMSO vs T4400,1.1166,0.1591,Itgb1bp1
Itgb1bp2,Group,0.0028,0.0269,T4400,DESeq2,DMSO vs T4400,0.6101,-0.713,Itgb1bp2
Itgb2,Group,0.0001,0.003,DMSO,DESeq2,DMSO vs T4400,2.7839,1.4771,Itgb2
Itgb3,Group,0.0015,0.0186,DMSO,DESeq2,DMSO vs T4400,1.4455,0.5316,Itgb3
Itgb3bp,Group,0.8032,0.9002,T4400,DESeq2,DMSO vs T4400,0.9694,-0.0448,Itgb3bp
Itgb4,Group,0.6696,0.8151,T4400,DESeq2,DMSO vs T4400,0.9562,-0.0646,Itgb4
Itgb5,Group,0.0919,0.2516,DMSO,DESeq2,DMSO vs T4400,1.1323,0.1793,Itgb5
Itgb6,Group,0.5843,0.7588,T4400,DESeq2,DMSO vs T4400,0.9389,-0.091,Itgb6
Itgb7,Group,0.000002243,0.0005,DMSO,DESeq2,DMSO vs T4400,5.5438,2.4709,Itgb7
Itgb8,Group,0.0887,0.2459,DMSO,DESeq2,DMSO vs T4400,1.4619,0.5478,Itgb8
Itgbl1,Group,0.0723,0.2158,T4400,DESeq2,DMSO vs T4400,0.6805,-0.5553,Itgbl1
Itih2,Group,0.5471,0.7305,DMSO,DESeq2,DMSO vs T4400,1.1451,0.1955,Itih2
Itih4,Group,0.7489,0.8672,DMSO,DESeq2,DMSO vs T4400,1.1152,0.1574,Itih4
Itih5,Group,0.0157,0.0809,DMSO,DESeq2,DMSO vs T4400,1.8247,0.8676,Itih5
Itm2a,Group,0.6587,0.8085,DMSO,DESeq2,DMSO vs T4400,1.0846,0.1171,Itm2a
Itm2b,Group,0.6866,0.8256,DMSO,DESeq2,DMSO vs T4400,1.0206,0.0295,Itm2b
Itm2c,Group,0.9028,0.9535,DMSO,DESeq2,DMSO vs T4400,1.0069,0.01,Itm2c
Itpa,Group,0.0177,0.0876,T4400,DESeq2,DMSO vs T4400,0.8469,-0.2398,Itpa
Itpk1,Group,0.1854,0.3908,DMSO,DESeq2,DMSO vs T4400,1.1263,0.1715,Itpk1
Itpkb,Group,0.0006,0.0101,T4400,DESeq2,DMSO vs T4400,0.6732,-0.5708,Itpkb
Itpkc,Group,0.745,0.8648,DMSO,DESeq2,DMSO vs T4400,1.019,0.0271,Itpkc
Itpr1,Group,0.7703,0.8803,T4400,DESeq2,DMSO vs T4400,0.9831,-0.0246,Itpr1
Itpr2,Group,0.0003,0.0065,DMSO,DESeq2,DMSO vs T4400,1.4344,0.5205,Itpr2
Itpr3,Group,0.0065,0.0453,DMSO,DESeq2,DMSO vs T4400,1.2789,0.3549,Itpr3
Itprip,Group,0.7527,0.8686,T4400,DESeq2,DMSO vs T4400,0.9847,-0.0222,Itprip
Itpripl1,Group,0.0017,0.0199,T4400,DESeq2,DMSO vs T4400,0.7451,-0.4245,Itpripl1
Itpripl2,Group,0.0064,0.0449,DMSO,DESeq2,DMSO vs T4400,1.1556,0.2086,Itpripl2
Itsn1,Group,0.0033,0.0299,T4400,DESeq2,DMSO vs T4400,0.8264,-0.275,Itsn1
Itsn2,Group,0.2961,0.5178,DMSO,DESeq2,DMSO vs T4400,1.1259,0.171,Itsn2
Ivd,Group,0.0803,0.2304,T4400,DESeq2,DMSO vs T4400,0.9061,-0.1423,Ivd
Ivns1abp,Group,0.000003317,0.0006,DMSO,DESeq2,DMSO vs T4400,1.1568,0.2102,Ivns1abp
Iws1,Group,0.2941,0.5157,DMSO,DESeq2,DMSO vs T4400,1.0974,0.134,Iws1
Iyd,Group,0.6642,0.8113,T4400,DESeq2,DMSO vs T4400,0.8478,-0.2382,Iyd
Izumo4,Group,0.3814,0.5984,T4400,DESeq2,DMSO vs T4400,0.9014,-0.1498,Izumo4
Jade1,Group,0.5665,0.7451,T4400,DESeq2,DMSO vs T4400,0.9558,-0.0652,Jade1
Jade2,Group,0.0777,0.2261,DMSO,DESeq2,DMSO vs T4400,1.1651,0.2204,Jade2
Jade3,Group,0.7265,0.8517,DMSO,DESeq2,DMSO vs T4400,1.0333,0.0473,Jade3
Jag1,Group,0.2695,0.4912,T4400,DESeq2,DMSO vs T4400,0.8848,-0.1765,Jag1
Jag2,Group,0.0904,0.2491,T4400,DESeq2,DMSO vs T4400,0.8365,-0.2575,Jag2
Jagn1,Group,0.997,0.9981,DMSO,DESeq2,DMSO vs T4400,1.0002,0.0004,Jagn1
Jak1,Group,0.0072,0.0486,DMSO,DESeq2,DMSO vs T4400,1.1317,0.1785,Jak1
Jak2,Group,0.0149,0.0782,DMSO,DESeq2,DMSO vs T4400,1.273,0.3483,Jak2
Jak3,Group,0.0129,0.0712,DMSO,DESeq2,DMSO vs T4400,1.4172,0.503,Jak3
Jakmip1,Group,0.8395,0.9193,DMSO,DESeq2,DMSO vs T4400,1.0287,0.0408,Jakmip1
Jam2,Group,0.5812,0.7567,T4400,DESeq2,DMSO vs T4400,0.9562,-0.0646,Jam2
Jam3,Group,0.0011,0.0154,T4400,DESeq2,DMSO vs T4400,0.8176,-0.2905,Jam3
Jarid2,Group,0.5346,0.7215,DMSO,DESeq2,DMSO vs T4400,1.0451,0.0637,Jarid2
Jazf1,Group,0.261,0.4823,T4400,DESeq2,DMSO vs T4400,0.8175,-0.2907,Jazf1
Jdp2,Group,0.008,0.0518,T4400,DESeq2,DMSO vs T4400,0.8846,-0.177,Jdp2
Jkamp,Group,0.0053,0.0402,DMSO,DESeq2,DMSO vs T4400,1.1485,0.1997,Jkamp
Jmjd1c,Group,0.0251,0.1098,DMSO,DESeq2,DMSO vs T4400,1.3234,0.4042,Jmjd1c
Jmjd4,Group,0.2219,0.4367,T4400,DESeq2,DMSO vs T4400,0.9257,-0.1114,Jmjd4
Jmjd6,Group,0.3039,0.5253,DMSO,DESeq2,DMSO vs T4400,1.0675,0.0942,Jmjd6
Jmjd8,Group,0.5483,0.7314,DMSO,DESeq2,DMSO vs T4400,1.0494,0.0695,Jmjd8
Jmy,Group,0.0137,0.0743,DMSO,DESeq2,DMSO vs T4400,1.2139,0.2796,Jmy
Josd1,Group,0.9297,0.9661,T4400,DESeq2,DMSO vs T4400,0.9947,-0.0076,Josd1
Josd2,Group,0.0217,0.1001,T4400,DESeq2,DMSO vs T4400,0.8955,-0.1592,Josd2
Jph1,Group,0.1693,0.3689,T4400,DESeq2,DMSO vs T4400,0.9082,-0.139,Jph1
Jph2,Group,0.0018,0.0205,T4400,DESeq2,DMSO vs T4400,0.8158,-0.2937,Jph2
Jpx,Group,0.7927,0.8937,T4400,DESeq2,DMSO vs T4400,0.9504,-0.0733,Jpx
Jrk,Group,0.2893,0.5107,T4400,DESeq2,DMSO vs T4400,0.9451,-0.0815,Jrk
Jrkl,Group,0.3113,0.5325,DMSO,DESeq2,DMSO vs T4400,1.1348,0.1824,Jrkl
Jsrp1,Group,0.3697,0.5879,T4400,DESeq2,DMSO vs T4400,0.9249,-0.1126,Jsrp1
Jtb,Group,0.1301,0.3127,DMSO,DESeq2,DMSO vs T4400,1.1113,0.1523,Jtb
Jun,Group,0.0198,0.094,DMSO,DESeq2,DMSO vs T4400,1.276,0.3516,Jun
Junb,Group,0.8485,0.9252,T4400,DESeq2,DMSO vs T4400,0.9807,-0.0282,Junb
Jund,Group,0.0656,0.2036,DMSO,DESeq2,DMSO vs T4400,1.1907,0.2518,Jund
Jup,Group,0.0095,0.0577,T4400,DESeq2,DMSO vs T4400,0.8095,-0.3048,Jup
Kalrn,Group,0.3681,0.5867,T4400,DESeq2,DMSO vs T4400,0.9461,-0.0799,Kalrn
Kank1,Group,0.2644,0.4861,T4400,DESeq2,DMSO vs T4400,0.8945,-0.1609,Kank1
Kank2,Group,0.0016,0.0187,T4400,DESeq2,DMSO vs T4400,0.8255,-0.2766,Kank2
Kank3,Group,0.3325,0.5532,T4400,DESeq2,DMSO vs T4400,0.9217,-0.1176,Kank3
Kank4os,Group,0.6961,0.832,T4400,DESeq2,DMSO vs T4400,0.914,-0.1298,Kank4os
Kansl1,Group,0.0558,0.1841,DMSO,DESeq2,DMSO vs T4400,1.1186,0.1617,Kansl1
Kansl1l,Group,0.3043,0.5258,DMSO,DESeq2,DMSO vs T4400,1.0879,0.1215,Kansl1l
Kansl2,Group,0.2183,0.4329,DMSO,DESeq2,DMSO vs T4400,1.0901,0.1244,Kansl2
Kansl3,Group,0.6399,0.7981,DMSO,DESeq2,DMSO vs T4400,1.0338,0.0479,Kansl3
Kantr,Group,0.0041,0.034,DMSO,DESeq2,DMSO vs T4400,1.4883,0.5737,Kantr
Kars,Group,0.017,0.0851,T4400,DESeq2,DMSO vs T4400,0.8839,-0.1781,Kars
Kat2a,Group,0.4485,0.6545,T4400,DESeq2,DMSO vs T4400,0.9587,-0.0609,Kat2a
Kat2b,Group,0.162,0.3583,DMSO,DESeq2,DMSO vs T4400,1.0654,0.0913,Kat2b
Kat5,Group,0.7577,0.8719,T4400,DESeq2,DMSO vs T4400,0.9875,-0.0182,Kat5
Kat6a,Group,0.5201,0.7122,DMSO,DESeq2,DMSO vs T4400,1.0648,0.0906,Kat6a
Kat6b,Group,0.0992,0.2639,DMSO,DESeq2,DMSO vs T4400,1.1511,0.203,Kat6b
Kat7,Group,0.0864,0.2416,T4400,DESeq2,DMSO vs T4400,0.9363,-0.095,Kat7
Kat8,Group,0.2896,0.511,DMSO,DESeq2,DMSO vs T4400,1.0536,0.0753,Kat8
Katna1,Group,0.5389,0.7245,DMSO,DESeq2,DMSO vs T4400,1.0247,0.0352,Katna1
Katnal1,Group,0.1132,0.2864,DMSO,DESeq2,DMSO vs T4400,1.1051,0.1441,Katnal1
Katnal2,Group,0.6944,0.8311,DMSO,DESeq2,DMSO vs T4400,1.094,0.1297,Katnal2
Katnb1,Group,0.0191,0.0921,T4400,DESeq2,DMSO vs T4400,0.8661,-0.2074,Katnb1
Katnbl1,Group,0.6748,0.8181,T4400,DESeq2,DMSO vs T4400,0.9756,-0.0356,Katnbl1
Kazald1,Group,0.0015,0.0184,T4400,DESeq2,DMSO vs T4400,0.6961,-0.5226,Kazald1
Kbtbd11,Group,0.0004,0.0085,DMSO,DESeq2,DMSO vs T4400,1.6373,0.7113,Kbtbd11
Kbtbd12,Group,0.7602,0.874,T4400,DESeq2,DMSO vs T4400,0.9363,-0.0949,Kbtbd12
Kbtbd2,Group,0.885,0.9461,DMSO,DESeq2,DMSO vs T4400,1.0069,0.0099,Kbtbd2
Kbtbd3,Group,0.3643,0.5828,DMSO,DESeq2,DMSO vs T4400,1.1019,0.14,Kbtbd3
Kbtbd4,Group,0.097,0.2604,T4400,DESeq2,DMSO vs T4400,0.9373,-0.0934,Kbtbd4
Kbtbd6,Group,0.1425,0.331,T4400,DESeq2,DMSO vs T4400,0.6121,-0.7082,Kbtbd6
Kbtbd7,Group,0.2507,0.4703,DMSO,DESeq2,DMSO vs T4400,1.1274,0.173,Kbtbd7
Kbtbd8,Group,0.8184,0.909,DMSO,DESeq2,DMSO vs T4400,1.0493,0.0694,Kbtbd8
Kcmf1,Group,0.8754,0.9411,T4400,DESeq2,DMSO vs T4400,0.9942,-0.0084,Kcmf1
Kcna4,Group,0.821,0.91,DMSO,DESeq2,DMSO vs T4400,1.0686,0.0957,Kcna4
Kcna7,Group,0.1558,0.3496,T4400,DESeq2,DMSO vs T4400,0.7181,-0.4777,Kcna7
Kcnab1,Group,0.3409,0.562,DMSO,DESeq2,DMSO vs T4400,1.1903,0.2513,Kcnab1
Kcnab2,Group,0.2091,0.4217,DMSO,DESeq2,DMSO vs T4400,1.1688,0.2251,Kcnab2
Kcnab3,Group,0.0018,0.0205,T4400,DESeq2,DMSO vs T4400,0.7489,-0.4171,Kcnab3
Kcnb1,Group,0.3789,0.5957,DMSO,DESeq2,DMSO vs T4400,1.0997,0.1371,Kcnb1
Kcnc1,Group,0.4954,0.6929,T4400,DESeq2,DMSO vs T4400,0.852,-0.2311,Kcnc1
Kcnc2,Group,0.0008,0.0117,DMSO,DESeq2,DMSO vs T4400,1.4045,0.49,Kcnc2
Kcnc3,Group,0.0588,0.1896,DMSO,DESeq2,DMSO vs T4400,2.0423,1.0302,Kcnc3
Kcnd1,Group,0.6558,0.807,T4400,DESeq2,DMSO vs T4400,0.9593,-0.0599,Kcnd1
Kcne4,Group,0.5309,0.7193,DMSO,DESeq2,DMSO vs T4400,1.1103,0.1509,Kcne4
Kcnf1,Group,0.0017,0.0201,T4400,DESeq2,DMSO vs T4400,0.6463,-0.6297,Kcnf1
Kcnh1,Group,0.1246,0.3045,T4400,DESeq2,DMSO vs T4400,0.7649,-0.3867,Kcnh1
Kcnh2,Group,0.0000063526,0.0008,T4400,DESeq2,DMSO vs T4400,0.493,-1.0204,Kcnh2
Kcnh7,Group,0.5568,0.7374,T4400,DESeq2,DMSO vs T4400,0.7978,-0.326,Kcnh7
Kcnip3,Group,0.4955,0.6929,DMSO,DESeq2,DMSO vs T4400,1.2593,0.3326,Kcnip3
Kcnip4,Group,0.9345,0.9689,T4400,DESeq2,DMSO vs T4400,0.976,-0.0351,Kcnip4
Kcnj12,Group,0.6026,0.7719,DMSO,DESeq2,DMSO vs T4400,1.0709,0.0989,Kcnj12
Kcnj16,Group,0.0167,0.0842,DMSO,DESeq2,DMSO vs T4400,1.694,0.7604,Kcnj16
Kcnj2,Group,0.0482,0.1682,DMSO,DESeq2,DMSO vs T4400,1.2397,0.31,Kcnj2
Kcnk12,Group,0.6566,0.8074,T4400,DESeq2,DMSO vs T4400,0.878,-0.1877,Kcnk12
Kcnk13,Group,0.0073,0.049,T4400,DESeq2,DMSO vs T4400,0.5493,-0.8643,Kcnk13
Kcnk2,Group,0.0961,0.2587,DMSO,DESeq2,DMSO vs T4400,1.1768,0.2349,Kcnk2
Kcnk4,Group,0.4629,0.6668,T4400,DESeq2,DMSO vs T4400,0.7248,-0.4644,Kcnk4
Kcnk5,Group,0.0955,0.2576,DMSO,DESeq2,DMSO vs T4400,1.1584,0.2122,Kcnk5
Kcnk6,Group,0.7622,0.8748,DMSO,DESeq2,DMSO vs T4400,1.0526,0.074,Kcnk6
Kcnk7,Group,0.1699,0.3696,T4400,DESeq2,DMSO vs T4400,0.4515,-1.1472,Kcnk7
Kcnma1,Group,0,0.0022,DMSO,DESeq2,DMSO vs T4400,4.8383,2.2745,Kcnma1
Kcnmb1,Group,0.3154,0.5367,T4400,DESeq2,DMSO vs T4400,0.6702,-0.5773,Kcnmb1
Kcnmb4,Group,0.3484,0.5688,T4400,DESeq2,DMSO vs T4400,0.7199,-0.4741,Kcnmb4
Kcnmb4os2,Group,0.317,0.5382,T4400,DESeq2,DMSO vs T4400,0.6906,-0.5342,Kcnmb4os2
Kcnn1,Group,0.422,0.6331,T4400,DESeq2,DMSO vs T4400,0.9505,-0.0732,Kcnn1
Kcnn3,Group,0.2728,0.4943,T4400,DESeq2,DMSO vs T4400,0.9047,-0.1445,Kcnn3
Kcnn4,Group,0.4523,0.6581,T4400,DESeq2,DMSO vs T4400,0.9647,-0.0518,Kcnn4
Kcnq1,Group,0.0684,0.2089,T4400,DESeq2,DMSO vs T4400,0.3002,-1.7358,Kcnq1
Kcnq1ot1,Group,0.1423,0.3308,DMSO,DESeq2,DMSO vs T4400,1.4229,0.5089,Kcnq1ot1
Kcnq4,Group,0.0975,0.2611,T4400,DESeq2,DMSO vs T4400,0.8671,-0.2057,Kcnq4
Kcnrg,Group,0.3863,0.6026,DMSO,DESeq2,DMSO vs T4400,1.3046,0.3836,Kcnrg
Kcnu1,Group,0.1385,0.3246,DMSO,DESeq2,DMSO vs T4400,1.409,0.4947,Kcnu1
Kcp,Group,0.044,0.1581,T4400,DESeq2,DMSO vs T4400,0.7241,-0.4658,Kcp
Kctd1,Group,0.6729,0.8169,T4400,DESeq2,DMSO vs T4400,0.9724,-0.0404,Kctd1
Kctd10,Group,0.0114,0.0656,T4400,DESeq2,DMSO vs T4400,0.8771,-0.1891,Kctd10
Kctd11,Group,0.0054,0.0407,T4400,DESeq2,DMSO vs T4400,0.709,-0.4961,Kctd11
Kctd12,Group,0.0027,0.0264,T4400,DESeq2,DMSO vs T4400,0.4622,-1.1133,Kctd12
Kctd12b,Group,0.0909,0.2499,T4400,DESeq2,DMSO vs T4400,0.8191,-0.2878,Kctd12b
Kctd13,Group,0.8113,0.9055,DMSO,DESeq2,DMSO vs T4400,1.0202,0.0289,Kctd13
Kctd14,Group,0.0588,0.1896,T4400,DESeq2,DMSO vs T4400,0.647,-0.6282,Kctd14
Kctd15,Group,0.6539,0.8062,DMSO,DESeq2,DMSO vs T4400,1.021,0.03,Kctd15
Kctd17,Group,0.0001,0.0045,T4400,DESeq2,DMSO vs T4400,0.872,-0.1976,Kctd17
Kctd18,Group,0.2265,0.4415,T4400,DESeq2,DMSO vs T4400,0.9257,-0.1114,Kctd18
Kctd2,Group,0.474,0.6752,DMSO,DESeq2,DMSO vs T4400,1.0457,0.0645,Kctd2
Kctd20,Group,0.0451,0.1607,T4400,DESeq2,DMSO vs T4400,0.913,-0.1313,Kctd20
Kctd21,Group,0.1448,0.334,DMSO,DESeq2,DMSO vs T4400,1.1305,0.1769,Kctd21
Kctd3,Group,0.1526,0.3446,T4400,DESeq2,DMSO vs T4400,0.9385,-0.0916,Kctd3
Kctd5,Group,0.0017,0.0201,T4400,DESeq2,DMSO vs T4400,0.824,-0.2793,Kctd5
Kctd6,Group,0.9428,0.9729,T4400,DESeq2,DMSO vs T4400,0.995,-0.0073,Kctd6
Kctd7,Group,0.0082,0.0528,T4400,DESeq2,DMSO vs T4400,0.8259,-0.276,Kctd7
Kctd9,Group,0.2001,0.4098,T4400,DESeq2,DMSO vs T4400,0.9289,-0.1064,Kctd9
Kdelc1,Group,0.4232,0.6339,T4400,DESeq2,DMSO vs T4400,0.9547,-0.0669,Kdelc1
Kdelc2,Group,0.0053,0.0402,DMSO,DESeq2,DMSO vs T4400,1.192,0.2533,Kdelc2
Kdelr1,Group,0.7829,0.8878,DMSO,DESeq2,DMSO vs T4400,1.0132,0.019,Kdelr1
Kdelr2,Group,0.4712,0.6733,T4400,DESeq2,DMSO vs T4400,0.976,-0.035,Kdelr2
Kdelr3,Group,0.3075,0.529,T4400,DESeq2,DMSO vs T4400,0.9542,-0.0677,Kdelr3
